Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
1,0.7112,0.6916,0.5058,0.5174,0.5074,0.5315,0.5058,0.5127,0.5072,0.5928,0.5087,0.7024,0.5046,0.5241,0.5047,0.5243
2,0.6912,0.7744,0.5227,0.5001,0.5311,0.5364,0.521,0.5333,0.5417,0.0035,0.5641,0.0018,0.5215,0.5226,0.5216,0.5229
3,0.6939,0.6913,0.518,0.5263,0.5238,0.5526,0.5177,0.5845,0.5221,0.2779,0.5267,0.1823,0.5172,0.5485,0.5172,0.5488
4,0.6886,0.694,0.5358,0.5434,0.5533,0.5785,0.5341,0.5279,0.5467,0.6426,0.5599,0.821,0.5414,0.5654,0.5415,0.5655
5,0.6833,0.6768,0.554,0.5763,0.5778,0.6115,0.5514,0.5999,0.5647,0.5193,0.5786,0.4578,0.5614,0.5938,0.5614,0.594
6,0.6747,0.6697,0.5753,0.5822,0.6056,0.6291,0.5702,0.5593,0.5904,0.6498,0.6121,0.7752,0.5836,0.6036,0.5836,0.6038
7,0.6682,0.666,0.588,0.5941,0.6235,0.6487,0.5822,0.6403,0.6021,0.5142,0.6234,0.4296,0.5995,0.6209,0.5996,0.621
8,0.6588,0.6498,0.6046,0.6175,0.6451,0.6779,0.598,0.5852,0.6175,0.6785,0.6383,0.8071,0.6202,0.6502,0.6203,0.6504
9,0.6435,0.6241,0.6269,0.6523,0.6756,0.7103,0.6184,0.6604,0.6399,0.6433,0.663,0.6271,0.6496,0.6838,0.6496,0.684
10,0.6323,0.663,0.6427,0.6103,0.6946,0.7247,0.6342,0.7268,0.6536,0.4757,0.6743,0.3535,0.6648,0.6966,0.6648,0.6968
11,0.6176,0.5981,0.661,0.6806,0.7164,0.7468,0.6515,0.6968,0.6714,0.667,0.6924,0.6396,0.6881,0.7186,0.6881,0.7187
12,0.5973,0.5774,0.6801,0.6989,0.7425,0.7681,0.6692,0.6721,0.6901,0.7207,0.7123,0.7767,0.7135,0.7376,0.7135,0.7377
13,0.5857,0.6335,0.6896,0.6509,0.7557,0.7811,0.6763,0.7865,0.7009,0.5426,0.7273,0.4142,0.7263,0.7504,0.7263,0.7505
14,0.5707,0.543,0.7061,0.7328,0.7721,0.8055,0.6923,0.6945,0.7163,0.7567,0.742,0.8312,0.7415,0.7716,0.7415,0.7718
15,0.5603,0.5232,0.7152,0.7432,0.7825,0.8153,0.7007,0.7238,0.725,0.7539,0.7511,0.7866,0.7526,0.7815,0.7526,0.7816
16,0.5391,0.5033,0.7302,0.7557,0.8016,0.8363,0.7134,0.7151,0.7404,0.7768,0.7697,0.8501,0.7712,0.8015,0.7712,0.8016
17,0.5318,0.5219,0.7365,0.7423,0.808,0.8344,0.7193,0.6842,0.7465,0.7775,0.7757,0.9002,0.7747,0.8008,0.7747,0.8009
18,0.5195,0.4884,0.7443,0.7709,0.8177,0.843,0.7261,0.7628,0.7542,0.7743,0.7846,0.7862,0.786,0.8099,0.786,0.81
19,0.5143,0.5071,0.747,0.7568,0.8213,0.8414,0.7282,0.7007,0.757,0.7866,0.7882,0.8964,0.7889,0.8064,0.7889,0.8065
20,0.5154,0.4953,0.7452,0.7567,0.82,0.8454,0.7248,0.7038,0.7562,0.7846,0.7904,0.8863,0.7869,0.8145,0.7869,0.8145
21,0.5034,0.5287,0.7559,0.7359,0.8302,0.8527,0.7352,0.6667,0.7662,0.7814,0.7999,0.9438,0.7974,0.8206,0.7975,0.8207
22,0.5051,0.4848,0.7535,0.7704,0.828,0.8459,0.7318,0.7679,0.7644,0.7715,0.8001,0.7752,0.7957,0.811,0.7957,0.8111
23,0.51,0.4825,0.7497,0.769,0.8252,0.846,0.7298,0.7294,0.7601,0.7874,0.793,0.8554,0.7949,0.8109,0.7949,0.8111
24,0.4931,0.474,0.7613,0.7793,0.8373,0.8523,0.7394,0.7746,0.7717,0.7811,0.8069,0.7877,0.8054,0.8183,0.8054,0.8184
25,0.4936,0.4787,0.7632,0.7746,0.8369,0.8555,0.7414,0.7249,0.7735,0.7971,0.8084,0.8852,0.8035,0.8171,0.8035,0.8172
26,0.4978,0.4801,0.7601,0.7638,0.834,0.8574,0.7384,0.7054,0.7706,0.7932,0.8058,0.9061,0.7997,0.819,0.7997,0.8191
27,0.4835,0.4573,0.7687,0.7896,0.8442,0.8631,0.7448,0.7646,0.7795,0.7991,0.8177,0.8369,0.8111,0.8267,0.8111,0.8268
28,0.4851,0.4575,0.7673,0.7877,0.8427,0.8618,0.7435,0.7577,0.7781,0.7994,0.8161,0.8459,0.8101,0.8262,0.8101,0.8263
29,0.4808,0.4592,0.7711,0.781,0.8459,0.8614,0.7478,0.7415,0.7814,0.7976,0.8182,0.8629,0.8135,0.8266,0.8135,0.8267
30,0.4788,0.4865,0.7718,0.7648,0.8469,0.8552,0.7484,0.7053,0.7821,0.7946,0.819,0.9099,0.8149,0.8204,0.8149,0.8205
31,0.4888,0.4553,0.7645,0.7844,0.8402,0.8621,0.74,0.7611,0.7759,0.7937,0.8155,0.8292,0.8073,0.8276,0.8073,0.8277
32,0.48,0.4585,0.7711,0.7855,0.8467,0.8605,0.7474,0.7514,0.7816,0.7992,0.8191,0.8534,0.8147,0.8248,0.8148,0.825
33,0.4713,0.4504,0.7753,0.7877,0.8515,0.8688,0.7509,0.7377,0.7858,0.808,0.824,0.8931,0.8185,0.833,0.8185,0.8331
34,0.4713,0.4458,0.775,0.7926,0.8519,0.8676,0.7507,0.7647,0.7854,0.803,0.8234,0.8453,0.8211,0.8345,0.8211,0.8345
35,0.4702,0.45,0.7753,0.7941,0.8523,0.8683,0.7504,0.7469,0.786,0.8121,0.8251,0.8898,0.8208,0.8359,0.8208,0.836
36,0.464,0.4566,0.7798,0.7866,0.8567,0.8694,0.7544,0.7313,0.7903,0.8094,0.8296,0.9063,0.8246,0.8354,0.8246,0.8355
37,0.4637,0.4498,0.7816,0.7897,0.8565,0.8665,0.7556,0.759,0.7922,0.8015,0.8326,0.849,0.8247,0.835,0.8247,0.8351
38,0.463,0.4444,0.7819,0.7971,0.8573,0.8692,0.7571,0.765,0.7919,0.8087,0.83,0.8576,0.8256,0.835,0.8256,0.8352
39,0.4645,0.4435,0.78,0.7952,0.8565,0.872,0.7542,0.7528,0.7906,0.8111,0.8308,0.8792,0.8255,0.8363,0.8255,0.8364
40,0.46,0.4428,0.7828,0.7977,0.8592,0.8718,0.7577,0.7952,0.7929,0.7985,0.8316,0.8019,0.8265,0.836,0.8265,0.8361
41,0.4616,0.4415,0.7812,0.7966,0.8579,0.8726,0.7554,0.7536,0.7917,0.8124,0.8316,0.8812,0.8266,0.838,0.8266,0.838
42,0.4575,0.4356,0.7849,0.8022,0.8608,0.8739,0.7581,0.776,0.7955,0.8112,0.8368,0.8497,0.8287,0.8386,0.8287,0.8387
43,0.4559,0.4398,0.7852,0.7937,0.8618,0.871,0.7592,0.763,0.7954,0.8051,0.8354,0.8521,0.8302,0.8335,0.8302,0.8335
44,0.4608,0.4449,0.7822,0.7953,0.8585,0.8702,0.7576,0.7769,0.7921,0.802,0.8299,0.8287,0.8275,0.8328,0.8275,0.833
45,0.4605,0.4417,0.782,0.8002,0.8589,0.8721,0.7568,0.7947,0.7922,0.8021,0.8311,0.8096,0.8279,0.8379,0.8279,0.838
46,0.4568,0.4539,0.7855,0.7901,0.8615,0.8688,0.7595,0.8013,0.7957,0.7861,0.8355,0.7714,0.8306,0.8309,0.8306,0.831
47,0.4584,0.4396,0.7838,0.7962,0.86,0.8712,0.7578,0.7562,0.7942,0.811,0.8342,0.8744,0.8289,0.8386,0.829,0.8386
48,0.4558,0.441,0.7855,0.7957,0.8622,0.8725,0.7609,0.76,0.7951,0.8088,0.8326,0.8642,0.8319,0.8384,0.8319,0.8384
