Epoch,Train Loss,Val Loss,Train Accuracy,Val Accuracy,Train AUC ROC,Val AUC ROC,Train PR,Val PR,Train F1,Val F1,Train Recall,Val Recall,Train Int AP,Val Int AP,Train AP,Val AP
1,0.6917,0.6769,0.5458,0.5724,0.5643,0.6083,0.5433,0.5906,0.5589,0.5248,0.5755,0.4721,0.5499,0.5921,0.5499,0.5922
2,0.6668,0.6552,0.5858,0.6001,0.6201,0.6477,0.5742,0.608,0.6157,0.5849,0.6638,0.5635,0.5934,0.6208,0.5934,0.6208
3,0.6495,0.641,0.611,0.6218,0.6546,0.673,0.5956,0.6244,0.6399,0.6179,0.6913,0.6117,0.623,0.6444,0.623,0.6444
4,0.6364,0.6348,0.6302,0.6249,0.6776,0.6922,0.613,0.654,0.6564,0.5857,0.7064,0.5303,0.6442,0.6614,0.6442,0.6614
5,0.6249,0.6087,0.6433,0.6604,0.6964,0.7198,0.6242,0.6304,0.6687,0.6954,0.7201,0.7753,0.6634,0.6872,0.6634,0.6873
6,0.6136,0.5998,0.656,0.6697,0.7124,0.7338,0.6356,0.6321,0.68,0.711,0.731,0.8123,0.6787,0.7,0.6787,0.7
7,0.6025,0.5846,0.667,0.6849,0.7271,0.7511,0.6458,0.6637,0.6895,0.704,0.7395,0.7496,0.6945,0.723,0.6945,0.723
8,0.5898,0.5695,0.6801,0.7002,0.7432,0.7663,0.6587,0.6726,0.7003,0.7224,0.7474,0.7801,0.7108,0.7365,0.7108,0.7366
9,0.5775,0.5617,0.6909,0.706,0.7568,0.7767,0.6679,0.6772,0.7107,0.7282,0.7593,0.7875,0.7245,0.7455,0.7245,0.7456
10,0.564,0.5541,0.7025,0.714,0.772,0.7931,0.6789,0.7246,0.7208,0.7072,0.7682,0.6906,0.741,0.7624,0.741,0.7625
11,0.5543,0.5402,0.7107,0.7212,0.7813,0.7974,0.6863,0.6872,0.7285,0.7445,0.7761,0.8123,0.75,0.7675,0.75,0.7676
12,0.544,0.5294,0.7207,0.7336,0.7917,0.81,0.6957,0.6879,0.7375,0.7625,0.7846,0.8553,0.7607,0.7806,0.7607,0.7806
13,0.5357,0.5207,0.7277,0.7356,0.7997,0.8148,0.7019,0.6948,0.7441,0.7606,0.7917,0.8402,0.7692,0.784,0.7692,0.7841
14,0.5271,0.506,0.7341,0.7515,0.8074,0.8263,0.7085,0.7145,0.7495,0.7712,0.7954,0.8378,0.7778,0.7949,0.7779,0.795
15,0.5193,0.4973,0.7404,0.7565,0.8141,0.8346,0.7139,0.7151,0.7556,0.7779,0.8024,0.8527,0.7842,0.806,0.7842,0.806
16,0.5131,0.4914,0.745,0.7589,0.8196,0.8367,0.718,0.7286,0.7599,0.7739,0.807,0.8253,0.7911,0.808,0.7911,0.808
17,0.5072,0.4819,0.7499,0.7672,0.8239,0.8445,0.723,0.735,0.7641,0.7821,0.8102,0.8356,0.7952,0.8178,0.7952,0.8178
18,0.4987,0.4789,0.755,0.7688,0.8303,0.8458,0.7266,0.7445,0.7694,0.7798,0.8176,0.8185,0.8016,0.8145,0.8016,0.8145
19,0.4926,0.4733,0.7601,0.7725,0.8354,0.8489,0.7327,0.7305,0.7735,0.7915,0.8191,0.8635,0.8064,0.8188,0.8065,0.8188
20,0.4884,0.462,0.7621,0.7833,0.8383,0.8582,0.734,0.7498,0.7756,0.7969,0.8223,0.8504,0.8104,0.8291,0.8104,0.8292
21,0.482,0.4651,0.767,0.7826,0.8432,0.8591,0.7387,0.774,0.7801,0.786,0.8264,0.7984,0.8151,0.829,0.8151,0.8291
22,0.4746,0.4495,0.7724,0.7898,0.8486,0.8654,0.7435,0.7581,0.7852,0.802,0.8319,0.8514,0.8213,0.8361,0.8213,0.8361
23,0.4692,0.4484,0.7766,0.7897,0.8522,0.8666,0.7478,0.7664,0.7888,0.7984,0.8346,0.8332,0.8245,0.8389,0.8245,0.8389
24,0.464,0.4515,0.779,0.7936,0.8556,0.8673,0.7497,0.7601,0.7912,0.8061,0.8375,0.8582,0.8273,0.8394,0.8274,0.8395
25,0.4604,0.4439,0.7827,0.7975,0.8587,0.8706,0.754,0.7632,0.7944,0.8098,0.8394,0.8625,0.8314,0.8405,0.8314,0.8405
26,0.4552,0.4415,0.786,0.7983,0.8618,0.875,0.7564,0.7866,0.7977,0.8024,0.8437,0.8189,0.8337,0.8461,0.8337,0.8462
27,0.4521,0.4302,0.7883,0.8034,0.8639,0.8785,0.7597,0.7634,0.7994,0.8173,0.8436,0.8795,0.8374,0.8511,0.8374,0.8512
28,0.4463,0.4212,0.792,0.808,0.8678,0.8827,0.7628,0.7817,0.8029,0.8165,0.8476,0.8546,0.8409,0.8549,0.8409,0.8549
29,0.4419,0.4246,0.7945,0.8079,0.8701,0.8824,0.765,0.7767,0.8053,0.8181,0.85,0.8641,0.8426,0.8537,0.8426,0.8538
30,0.4394,0.4185,0.7964,0.812,0.8717,0.8856,0.7663,0.7742,0.8073,0.8241,0.8528,0.8809,0.8451,0.8574,0.8451,0.8574
31,0.4338,0.4163,0.7998,0.8142,0.8754,0.8871,0.7699,0.7713,0.8104,0.8278,0.8553,0.8933,0.8497,0.8588,0.8497,0.8588
32,0.4333,0.4196,0.8011,0.8123,0.8754,0.8858,0.7709,0.7863,0.8116,0.8205,0.8569,0.8578,0.8485,0.8582,0.8485,0.8582
33,0.4309,0.4124,0.8034,0.8165,0.8773,0.8887,0.7736,0.7795,0.8136,0.8279,0.8579,0.8827,0.8504,0.8607,0.8504,0.8608
34,0.4256,0.4067,0.8044,0.8173,0.8802,0.8912,0.7744,0.7894,0.8145,0.8257,0.8591,0.8654,0.855,0.8623,0.855,0.8623
35,0.4253,0.4095,0.806,0.8169,0.8805,0.8914,0.7754,0.7701,0.8162,0.8315,0.8615,0.9034,0.8546,0.8639,0.8546,0.8639
36,0.4235,0.4044,0.8067,0.8208,0.8815,0.8917,0.7762,0.7927,0.8168,0.8291,0.8618,0.8689,0.8552,0.8624,0.8552,0.8624
37,0.4183,0.4113,0.8101,0.8162,0.8842,0.8892,0.7805,0.7793,0.8197,0.8276,0.8631,0.8824,0.8586,0.8606,0.8586,0.8606
38,0.4158,0.4015,0.811,0.8231,0.8862,0.8967,0.7808,0.7992,0.8207,0.8299,0.8648,0.8631,0.8612,0.8675,0.8612,0.8675
39,0.4151,0.4014,0.8119,0.821,0.8867,0.8951,0.7814,0.7914,0.8216,0.8297,0.8662,0.8718,0.8613,0.8675,0.8613,0.8675
40,0.4134,0.396,0.8113,0.8267,0.8874,0.8982,0.7812,0.7902,0.8209,0.837,0.8648,0.8896,0.8626,0.8676,0.8626,0.8676
41,0.4107,0.3951,0.8145,0.8257,0.8888,0.8987,0.7839,0.8079,0.824,0.8306,0.8686,0.8547,0.8639,0.8713,0.8639,0.8714
42,0.4079,0.389,0.8172,0.8293,0.8905,0.901,0.7868,0.8034,0.8264,0.8363,0.8702,0.8721,0.8656,0.8741,0.8656,0.8741
43,0.4087,0.3908,0.817,0.8303,0.8901,0.901,0.7867,0.7901,0.8262,0.8413,0.8699,0.8996,0.8636,0.8735,0.8636,0.8735
44,0.4054,0.3912,0.8186,0.8305,0.892,0.9003,0.7883,0.7976,0.8277,0.8393,0.8712,0.8857,0.8671,0.8717,0.8671,0.8717
45,0.4032,0.3934,0.8202,0.8311,0.8933,0.9005,0.7898,0.7989,0.8291,0.8398,0.8725,0.8851,0.8688,0.8708,0.8688,0.8709
46,0.4005,0.3901,0.8203,0.8341,0.8941,0.9016,0.7896,0.8106,0.8293,0.8402,0.8733,0.8719,0.8698,0.8722,0.8698,0.8722
47,0.3985,0.3854,0.8227,0.8369,0.8953,0.9044,0.7915,0.798,0.8317,0.8469,0.8761,0.9021,0.8705,0.8764,0.8705,0.8764
48,0.3956,0.3876,0.8232,0.8346,0.8972,0.9037,0.7933,0.8105,0.8318,0.8408,0.8742,0.8735,0.8731,0.8759,0.8731,0.8759
49,0.3985,0.3801,0.8225,0.8372,0.8953,0.9059,0.792,0.8058,0.8313,0.8451,0.8747,0.8885,0.8707,0.8788,0.8707,0.8789
50,0.3973,0.3885,0.8227,0.8341,0.8964,0.9036,0.7916,0.7877,0.8316,0.8465,0.8758,0.9149,0.8723,0.8745,0.8723,0.8745
